4994, 36964, 0, 0, 1
5004, 36511, 0, 0, 1
5020, 36153, 0, 0, 1
5037, 35887, 0, 0, 1
5052, 35699, 0, 0, 1
5068, 35561, 0, 0, 1
5068, 35442, 0, 0, 1
5084, 35315, 0, 0, 1
5100, 35162, 0, 0, 1
5116, 34967, 0, 0, 1
5132, 34726, 0, 0, 1
5148, 34440, 0, 0, 1
5148, 34109, 0, 0, 1
5164, 33741, 0, 0, 1
5180, 33344, 0, 0, 1
5196, 32931, 0, 0, 1
5212, 32510, 0, 0, 1
5228, 32089, 0, 0, 1
5228, 31678, 0, 0, 1
5244, 31284, 0, 0, 1
5260, 30910, 0, 0, 1
5276, 30555, 0, 0, 1
5292, 30222, 0, 0, 1
5308, 29909, 0, 0, 1
5308, 29616, 0, 0, 1
5324, 29339, 0, 0, 1
5340, 29083, 0, 0, 1
5356, 28850, 0, 0, 1
5372, 28644, 0, 0, 1
5388, 28463, 0, 0, 1
5388, 28305, 0, 0, 1
5404, 28172, 0, 0, 1
5420, 28061, 0, 0, 1
5436, 27969, 0, 0, 1
5452, 27893, 0, 0, 1
5468, 27834, 0, 0, 1
5468, 27786, 0, 0, 1
5484, 27743, 0, 0, 1
5500, 27703, 0, 0, 1
5516, 27661, 0, 0, 1
5532, 27616, 0, 0, 1
5548, 27572, 0, 0, 1
5548, 27533, 0, 0, 1
5564, 27501, 0, 0, 1
5580, 27481, 0, 0, 1
5596, 27467, 0, 0, 1
5612, 27457, 0, 0, 1
5628, 27445, 0, 0, 1
5628, 27430, 0, 0, 1
5644, 27415, 0, 0, 1
5660, 27401, 0, 0, 1
5676, 27393, 0, 0, 1
5692, 27402, 0, 0, 1
5708, 27457, 0, 0, 1
5708, 27653, 0, 0, 1
5724, 28167, 0, 0, 1
5740, 29198, 0, 0, 1
5756, 30846, 0, 0, 1
5772, 33046, 0, 0, 1
5788, 35560, 0, 0, 1
5788, 38036, 0, 0, 1
5804, 40124, 0, 0, 1
5820, 41601, 0, 0, 1
5836, 42429, 0, 0, 1
5852, 42707, 0, 0, 1
5868, 42583, 0, 0, 1
5868, 42196, 0, 0, 1
5884, 41649, 0, 0, 1
5900, 41018, 0, 1, 1
5916, 40355, 0, 0, 1
5932, 39682, 0, 0, 1
5948, 39014, 0, 0, 1
5948, 38356, 0, 0, 1
5964, 37716, 0, 0, 1
5980, 37099, 0, 0, 1
5995, 36523, 0, 0, 1
6011, 36010, 0, 0, 1
6027, 35587, 0, 0, 1
6028, 35264, 0, 0, 1
6044, 35038, 0, 0, 1
6059, 34897, 0, 0, 1
6076, 34820, 0, 0, 1
6091, 34780, 0, 0, 1
6107, 34743, 0, 0, 1
6108, 34682, 0, 0, 1
6123, 34583, 0, 0, 1
6147, 34432, 0, 0, 1
6155, 34223, 0, 0, 1
6171, 33964, 0, 0, 1
6187, 33669, 0, 0, 1
6188, 33346, 0, 0, 1
6203, 33005, 0, 0, 1
6219, 32654, 0, 0, 1
6235, 32298, 0, 0, 1
6251, 31941, 0, 0, 1
6267, 31586, 0, 0, 1
