id,timestamp,index_x,index_y,index_z,pinky_x,pinky_y,pinky_z
1445927,86714787051,0.02176192,-0.07674003,0.3711038,-0.02042854,-0.1263513,0.3644139
1445931,86714814281,0.02090688,-0.07632028,0.3710124,-0.02115485,-0.1267173,0.3634834
1445934,86714839534,0.02020684,-0.07620256,0.3713617,-0.02168203,-0.127335,0.3627783
1445936,86714864233,0.01966316,-0.07613725,0.3714462,-0.02214671,-0.1275347,0.3624147
1445938,86714886636,0.01919295,-0.07586556,0.3713906,-0.02256793,-0.1274113,0.3621296
1445942,86714910819,0.01894374,-0.07586212,0.3715212,-0.02268364,-0.1273809,0.3623109
1445944,86714939300,0.01882805,-0.07617159,0.3717741,-0.02278664,-0.1274501,0.3626161
1445948,86714972443,0.01884389,-0.07612137,0.3715986,-0.0227411,-0.1273476,0.3625086
1445951,86714997361,0.01884269,-0.07629298,0.3714952,-0.0227777,-0.1274731,0.362394
1445954,86715023469,0.01904126,-0.07664758,0.3712975,-0.02259156,-0.1278301,0.3619754
1445957,86715046572,0.01924781,-0.07695823,0.3713592,-0.0223576,-0.1280463,0.3617471
1445959,86715073163,0.01947105,-0.0771002,0.3713775,-0.02210557,-0.1281415,0.361873
1445962,86715097107,0.01962052,-0.07727502,0.3708473,-0.02184596,-0.1283574,0.361466
1445965,86715120161,0.01996069,-0.07733679,0.3710575,-0.02151804,-0.1285326,0.3617939
1445968,86715146655,0.02033034,-0.07759237,0.3716553,-0.021283,-0.1284139,0.363093
1445971,86715172277,0.02066304,-0.07810066,0.3725709,-0.02090834,-0.1286344,0.3649326
1445973,86715196575,0.02070243,-0.07961993,0.3736079,-0.02076861,-0.1294722,0.3664931
1445976,86715221452,0.01960696,-0.08435011,0.3744355,-0.02139127,-0.1319329,0.3669727
1445980,86715253615,0.01743904,-0.1087891,0.3689334,-0.0227074,-0.1363412,0.366062
1445982,86715276879,0.01413788,-0.1271258,0.361692,-0.02354768,-0.1395425,0.3675625
1445986,86715304751,0.008430388,-0.147536,0.3568575,-0.02806189,-0.1519886,0.3707688
1445988,86715332178,0.00925489,-0.1564175,0.3652543,-0.02729219,-0.1630128,0.3771842
1445991,86715360393,0.0120503,-0.1591108,0.366039,-0.02330669,-0.1688732,0.3773971
1445995,86715389367,0.01513542,-0.1554777,0.3607596,-0.01897438,-0.1684776,0.3746157
1445999,86715420627,0.01816197,-0.1469601,0.3539841,-0.01252059,-0.1681925,0.3729129
1446002,86715450506,0.01898984,-0.1392985,0.3404985,-0.001422868,-0.1684227,0.3668998
1446004,86715482855,0.01640723,-0.134911,0.3266875,0.005305122,-0.1684206,0.3554766
1446009,86715515384,0.007141742,-0.1256232,0.3157281,0.01169136,-0.1646379,0.3386373
1446011,86715543349,0.006092885,-0.12233,0.3115385,0.01315969,-0.1608729,0.3328943
1446013,86715564107,0.005076415,-0.1180677,0.3109844,0.01501654,-0.1568179,0.3315372
1446017,86715587242,0.001550173,-0.1137448,0.3096056,0.01429241,-0.152979,0.3247788
1446019,86715616703,0.0003111884,-0.1118584,0.3082951,0.01204232,-0.1520835,0.3181465
1446023,86715645736,-0.00140998,-0.1113303,0.3093533,0.009920347,-0.1520805,0.3143852
1446026,86715670332,-9.170268E-05,-0.112532,0.3124899,0.01145176,-0.1522645,0.3170039
1446028,86715698793,0.001964367,-0.1137559,0.3148139,0.01342157,-0.1530214,0.3193915
1446032,86715728029,0.004072674,-0.1160637,0.3207015,0.01555644,-0.1545731,0.325407
1446035,86715761064,0.004126699,-0.1179942,0.3251412,0.0157209,-0.1565396,0.3295034
1446039,86715792542,0.004734074,-0.119077,0.3278641,0.01635137,-0.1576269,0.3318634
1446042,86715820800,0.004648295,-0.1193556,0.3279549,0.01664755,-0.1578283,0.3322554
1446046,86715845152,0.004742468,-0.1186284,0.3280639,0.01706013,-0.1570296,0.3324502
1446049,86715872794,0.004269443,-0.1182415,0.327462,0.01670739,-0.1565997,0.3319834
1446051,86715897098,0.004114063,-0.1178764,0.3265342,0.01650263,-0.1561919,0.3311023
1446054,86715921648,0.003860659,-0.1172694,0.3257992,0.01604033,-0.1556584,0.3300855
1446056,86715946249,0.003371851,-0.1165743,0.3250204,0.01541956,-0.1550999,0.3290567
1446060,86715974687,0.002671883,-0.1159464,0.3236575,0.01460654,-0.1547771,0.3276741
1446062,86716005908,0.002718735,-0.1147987,0.3215143,0.01471888,-0.1537219,0.3257752
1446066,86716038844,0.002806218,-0.1145657,0.3207569,0.01470835,-0.1533652,0.3254613
1446069,86716063295,0.00281203,-0.1147879,0.3205377,0.01454734,-0.153419,0.3255188
1446072,86716091855,0.002977102,-0.1146757,0.3202411,0.01445803,-0.1534127,0.3253709
1446074,86716117818,0.003029292,-0.1146941,0.3204067,0.0143939,-0.153436,0.3256993
1446078,86716146698,0.003106171,-0.114825,0.3204669,0.01470289,-0.1534597,0.3258846
1446082,86716168339,0.003144591,-0.1146651,0.3201746,0.01482934,-0.1531381,0.3256433
1446084,86716194971,0.003264067,-0.1145997,0.3199116,0.01486782,-0.1530569,0.3253693
1446087,86716224190,0.003433023,-0.114617,0.3196837,0.01504022,-0.1530543,0.3251778
1446089,86716247135,0.003581476,-0.1147271,0.3192951,0.01525668,-0.1531149,0.3248233
1446092,86716277159,0.003670431,-0.1145907,0.3188292,0.01540908,-0.152977,0.3243502
1446096,86716305327,0.003863606,-0.1143619,0.3181717,0.01561321,-0.1527491,0.323864
1446100,86716333571,0.004096661,-0.1143683,0.3179441,0.01593716,-0.1527024,0.3238352
1446102,86716361604,0.00405666,-0.1141481,0.3178035,0.01599383,-0.152385,0.3238257
1446105,86716387652,0.003887423,-0.1140284,0.3176843,0.01594805,-0.1522083,0.3239405
1446108,86716415786,0.004214858,-0.1136859,0.3176419,0.01634971,-0.1518513,0.3240615
1446111,86716438862,0.004233629,-0.1131702,0.3179834,0.01648204,-0.1510972,0.3244501
1446114,86716463840,0.004772494,-0.112247,0.3177698,0.01710161,-0.1500977,0.3243365
1446117,86716488089,0.007025545,-0.1111223,0.3174312,0.01968778,-0.1488831,0.3240212
1446119,86716516434,0.008369885,-0.1104958,0.317888,0.02141159,-0.1482154,0.3242104
1446121,86716541093,0.005728545,-0.1105206,0.3195646,0.01894275,-0.1484616,0.3257582
1446125,86716567608,0.001657464,-0.1105767,0.3218657,0.01473518,-0.1494693,0.3276165
1446127,86716595972,0.002972804,-0.1100573,0.3245285,0.0160755,-0.1494735,0.3295425
1446131,86716626402,0.002084218,-0.110855,0.3293532,0.01495496,-0.151267,0.3335682
1446135,86716656183,-0.003749967,-0.1102555,0.3321815,0.008402739,-0.1521263,0.3349028
1446138,86716679833,-0.002975427,-0.109635,0.3322877,0.008699607,-0.1518168,0.3343445
1446140,86716704372,-0.004537858,-0.1080167,0.3310437,0.006710704,-0.1502184,0.3328659
1446142,86716727820,-0.004241079,-0.1093552,0.3333675,0.006788641,-0.1515183,0.3349794
1446146,86716755646,-0.005988039,-0.1098732,0.3352363,0.004766494,-0.1518643,0.3371333
1446149,86716781694,-0.004227884,-0.1112989,0.3376889,0.006260119,-0.1527614,0.3401801
1446152,86716814508,-0.003184684,-0.1117669,0.3393306,0.00729233,-0.1530595,0.3419375
1446155,86716843562,-0.004224062,-0.1116556,0.3386347,0.00687483,-0.1527908,0.3410478
1446159,86716866180,-0.003845334,-0.1114216,0.3386951,0.007528335,-0.1525031,0.3405682
1446161,86716894730,-0.003881745,-0.111552,0.3395096,0.00707373,-0.1528984,0.3412215
1446164,86716927624,-0.006044395,-0.1127103,0.3401301,0.004573137,-0.1542571,0.3417787
1446169,86716961172,-0.005808659,-0.1120908,0.3403019,0.004848391,-0.1538994,0.3408954
1446172,86716989072,-0.00697916,-0.1120071,0.3405858,0.003624856,-0.1536833,0.3410978
