id,timestamp,index_x,index_y,index_z,pinky_x,pinky_y,pinky_z
1444714,86703806774,0.05433599,-0.07802606,0.3508062,0.007034237,-0.09117725,0.3833284
1444716,86703832743,0.05439326,-0.07811366,0.3505749,0.007164338,-0.09130454,0.3831256
1444719,86703857918,0.05426844,-0.07818082,0.3504605,0.007212842,-0.09150164,0.3830183
1444721,86703881803,0.05429669,-0.07808995,0.3504335,0.007284812,-0.0911292,0.3830812
1444725,86703909708,0.05419317,-0.07818076,0.350197,0.007298277,-0.09073794,0.3830096
1444727,86703935908,0.05404314,-0.07811953,0.3501547,0.007111217,-0.0908751,0.3829729
1444729,86703961548,0.05293023,-0.07741611,0.3495248,0.006803988,-0.09588242,0.3805647
1444733,86703990974,0.0471696,-0.08108604,0.3507508,-0.001264537,-0.1178124,0.364169
1444736,86704028607,0.03441307,-0.09734318,0.3509604,-0.01330535,-0.1254323,0.3537092
1444741,86704058184,0.01118845,-0.1195137,0.3186854,-0.006851112,-0.1215582,0.3591877
1444744,86704085642,0.004997641,-0.1068112,0.3151297,-0.006290494,-0.1315027,0.3507887
1444747,86704113682,0.0001228754,-0.1062135,0.3226536,0.002691055,-0.1481825,0.3340041
1444749,86704135946,-0.003948406,-0.1097899,0.3274083,0.004488282,-0.1524279,0.3322464
1444753,86704162536,-0.01061163,-0.1134433,0.3246936,0.007401392,-0.148806,0.3311181
1444755,86704192720,-0.008685648,-0.1139872,0.3228267,0.009441719,-0.1494027,0.3315284
1444759,86704224066,-0.008821653,-0.1128209,0.3234748,0.007983599,-0.1492642,0.3303102
1444762,86704253244,-0.007811035,-0.1124616,0.3247481,0.007633982,-0.149831,0.3284177
1444766,86704278256,-0.007406419,-0.1126811,0.325704,0.006990191,-0.1507034,0.3283675
1444768,86704304920,-0.006401324,-0.1136391,0.3265183,0.007450526,-0.1518528,0.3293215
1444771,86704336561,-0.005955828,-0.1144839,0.3268847,0.00755397,-0.1528371,0.3300868
1444775,86704360639,-0.005475525,-0.114015,0.3265284,0.007987374,-0.1522376,0.3300021
1444777,86704389571,-0.005290247,-0.1138287,0.3263347,0.008123778,-0.1520355,0.3299272
1444781,86704418203,-0.005106961,-0.113621,0.3259876,0.008114183,-0.151852,0.3295999
1444784,86704450873,-0.005084693,-0.1134801,0.3253744,0.007960507,-0.1517502,0.3292279
1444787,86704484117,-0.005498108,-0.1129185,0.3247751,0.007153188,-0.1512951,0.328929
1444792,86704516826,-0.006207021,-0.1125858,0.3242482,0.006370225,-0.1509687,0.3284321
1444795,86704541968,-0.006294925,-0.1124266,0.323451,0.006012759,-0.1508324,0.3276617
1444798,86704571494,-0.006482858,-0.1120447,0.3228943,0.005921027,-0.1504129,0.3272046
1444800,86704598798,-0.006789628,-0.1117889,0.3227879,0.005792564,-0.1501045,0.3272085
1444803,86704622502,-0.006787473,-0.1115147,0.3225089,0.005850391,-0.1498263,0.3268793
1444806,86704649330,-0.006597156,-0.1108738,0.3221369,0.00604523,-0.1492586,0.3264012
1444809,86704676266,-0.005880984,-0.1093293,0.3211655,0.006510531,-0.1478797,0.3252782
1444813,86704705083,-0.005360046,-0.1068611,0.3200124,0.007043379,-0.145397,0.3251144
1444816,86704735398,-0.005239452,-0.1025585,0.3165887,0.00667008,-0.1415713,0.3240525
1444818,86704756818,-0.004786634,-0.1015141,0.3117101,0.003605704,-0.1410999,0.3214619
1444821,86704785174,0.003404211,-0.09587596,0.3181388,0.006223856,-0.1297503,0.3376944
1444824,86704812014,0.006925709,-0.09937406,0.3314046,-0.009722617,-0.1252384,0.364434
1444827,86704832682,0.01132926,-0.05228794,0.390914,-0.02603935,-0.1107627,0.401635
1444830,86704862154,-0.02722448,-0.007268343,0.362736,-0.09797493,-0.07361181,0.3934497
1444833,86704889252,-0.02093517,-0.01447768,0.3485665,-0.09878078,-0.07354189,0.3739044
1444836,86704914057,-0.01101399,-0.0141574,0.3453668,-0.09730252,-0.06706095,0.3669561
1444838,86704942416,-0.008803617,-0.01365925,0.3450047,-0.09492764,-0.0637504,0.366691
1444842,86704965345,-0.0103908,-0.01494855,0.3457496,-0.09499078,-0.0652541,0.3695155
1444844,86704994138,-0.01123023,-0.01509563,0.3466174,-0.09535045,-0.0659152,0.3709862
1444847,86705019986,-0.01096149,-0.01538696,0.3461776,-0.09508794,-0.0659657,0.3708211
1444850,86705047828,-0.00938541,-0.01562639,0.3470128,-0.09454314,-0.06525247,0.3709923
1444853,86705076596,-0.008531747,-0.01590959,0.3472608,-0.09460796,-0.06478316,0.3707238
1444856,86705103643,-0.008659419,-0.01576728,0.3471812,-0.09439817,-0.064459,0.3711688
