id,timestamp,index_x,index_y,index_z,pinky_x,pinky_y,pinky_z
1443358,86691563375,0.04811567,-0.07086499,0.3516106,0.0002399217,-0.09114201,0.3839446
1443362,86691587857,0.04806893,-0.07084689,0.3518002,0.0001191804,-0.091224,0.3838957
1443365,86691616657,0.04796324,-0.07073978,0.3518624,5.28926E-05,-0.09109925,0.3838275
1443367,86691641758,0.04795228,-0.07083454,0.3517585,9.745173E-05,-0.09121171,0.3836776
1443370,86691667579,0.0478045,-0.07082401,0.3517918,3.446452E-05,-0.09126559,0.3836659
1443373,86691693497,0.04777204,-0.07086438,0.3517848,5.375315E-05,-0.09113951,0.3836678
1443376,86691719290,0.04765993,-0.07093997,0.3517152,-6.561913E-05,-0.09087192,0.3837538
1443379,86691747588,0.04781626,-0.07095101,0.3514929,4.107412E-05,-0.09041707,0.3837413
1443382,86691779528,0.04799936,-0.07107714,0.3512685,0.00029484,-0.09036217,0.3834997
1443386,86691809626,0.04809686,-0.07122851,0.3509743,0.000562544,-0.09038697,0.3831765
1443389,86691842344,0.04827366,-0.07140736,0.3507056,0.0007527722,-0.0903709,0.3829411
1443392,86691867864,0.04824414,-0.07144884,0.3505554,0.0006965557,-0.09036867,0.3827679
1443396,86691899604,0.04831852,-0.07127327,0.3506377,0.000671037,-0.09009925,0.3828482
1443399,86691930989,0.04837746,-0.07115526,0.3505599,0.0006269068,-0.08987828,0.3828022
1443402,86691958214,0.04844135,-0.07108453,0.3505601,0.0005835034,-0.08967974,0.3827609
1443405,86691985301,0.0483411,-0.07105154,0.3506573,0.0003308496,-0.08931012,0.382915
1443408,86692015231,0.04841803,-0.07101151,0.3504463,0.0003574532,-0.08915822,0.3827197
1443411,86692037887,0.04847539,-0.07099059,0.3504531,0.0003797547,-0.08941042,0.3825356
1443414,86692062793,0.04859335,-0.07120311,0.3502766,0.0005794801,-0.08950803,0.3824291
1443417,86692094264,0.04859284,-0.07123194,0.3499443,0.0006601922,-0.08966461,0.3823471
1443421,86692119966,0.04872669,-0.07135101,0.3493619,0.0008929893,-0.0895891,0.3822355
1443423,86692145124,0.04883853,-0.0713623,0.3490803,0.001081042,-0.08912336,0.3822865
1443425,86692169568,0.04892636,-0.07151132,0.348659,0.001387128,-0.08954264,0.3819526
1443427,86692190574,0.04890533,-0.07151312,0.348671,0.001453458,-0.0895758,0.3820063
1443430,86692214350,0.04891246,-0.07145257,0.3486372,0.001512838,-0.08944969,0.3819285
1443434,86692241557,0.04887431,-0.07146695,0.3489197,0.001405279,-0.08901139,0.3821444
1443437,86692265597,0.04888617,-0.07157153,0.3492095,0.001362867,-0.08869582,0.3822152
1443439,86692291294,0.04874854,-0.07176535,0.3493493,0.001185483,-0.08861777,0.382228
1443442,86692319982,0.04865905,-0.07164399,0.3494526,0.0009533805,-0.08815071,0.3823401
1443445,86692350899,0.04855759,-0.07155451,0.3496332,0.0007566144,-0.08800738,0.3823722
1443448,86692374163,0.04857052,-0.07130954,0.3498166,0.0006845891,-0.08791868,0.3825051
1443451,86692401889,0.04849854,-0.07111019,0.3498887,0.0005661119,-0.08755892,0.3825976
1443454,86692428155,0.04847672,-0.07108375,0.3497603,0.0005831681,-0.08764686,0.3824481
1443457,86692453714,0.04837975,-0.07145773,0.3496565,0.0006203773,-0.08808783,0.382328
1443460,86692475593,0.04869935,-0.07179742,0.349478,0.0009044851,-0.08786307,0.3824158
1443462,86692501179,0.04882484,-0.07195348,0.3492251,0.001116143,-0.08774328,0.382304
1443466,86692529903,0.04902444,-0.07229319,0.3486471,0.001554656,-0.08753951,0.3820075
1443468,86692554656,0.04899977,-0.07240377,0.3485007,0.001543889,-0.08714923,0.3820463
1443470,86692581158,0.04904757,-0.07259558,0.3487999,0.001599693,-0.08730993,0.382153
1443474,86692610106,0.04907656,-0.07297679,0.3489646,0.001518153,-0.08752508,0.3821577
1443478,86692638786,0.04909435,-0.07277804,0.34938,0.001220188,-0.08691406,0.382464
1443480,86692664785,0.04919586,-0.07279833,0.3494705,0.001196739,-0.08689932,0.3825068
1443483,86692688396,0.0491238,-0.07255346,0.3499043,0.0009592944,-0.08678165,0.3827311
