id,timestamp,index_x,index_y,index_z,pinky_x,pinky_y,pinky_z
1440603,86666632957,0.04433721,-0.04406605,0.3433949,-0.01439845,-0.05369915,0.374055
1440605,86666655838,0.04442508,-0.04419697,0.3435423,-0.01426581,-0.05378158,0.3741371
1440607,86666676489,0.04450055,-0.04424746,0.3436413,-0.01415993,-0.05386433,0.3742036
1440610,86666702890,0.0445357,-0.04430734,0.343715,-0.01406327,-0.05394992,0.3741783
1440613,86666723130,0.04453462,-0.04434748,0.343706,-0.01403912,-0.05396132,0.3741311
1440615,86666745799,0.04457714,-0.04432935,0.3436711,-0.01399563,-0.05387682,0.3740643
1440618,86666767770,0.04458287,-0.04435955,0.3436685,-0.01401212,-0.05383892,0.3739996
1440620,86666789091,0.04462311,-0.04443321,0.3436266,-0.01401271,-0.05381741,0.3739194
1440622,86666812774,0.04471783,-0.04446504,0.3436226,-0.01392611,-0.05379216,0.3738683
1440625,86666834069,0.04488232,-0.04450553,0.3434869,-0.01376044,-0.05377293,0.3737311
1440627,86666856957,0.04512667,-0.04442859,0.3432964,-0.01352183,-0.05364385,0.3735376
1440630,86666878010,0.0454239,-0.04441547,0.3430544,-0.01314003,-0.05361446,0.373323
1440632,86666901856,0.04575577,-0.04444235,0.342867,-0.01268541,-0.05366842,0.3732113
1440635,86666923098,0.04600112,-0.04449497,0.3429043,-0.01226966,-0.05387939,0.3732629
1440637,86666946324,0.0462446,-0.04450725,0.3430344,-0.01193252,-0.0540045,0.3733212
1440640,86666967424,0.04639138,-0.04462568,0.3431556,-0.01168948,-0.05417771,0.3733134
1440642,86666990603,0.04656063,-0.04472065,0.3432297,-0.01149186,-0.05425478,0.3733258
1440645,86667013087,0.04670502,-0.04465444,0.3431874,-0.01140043,-0.05417404,0.3733294
1440647,86667036102,0.04686227,-0.04462747,0.3431356,-0.01131519,-0.05413837,0.373333
1440650,86667056813,0.04697276,-0.0445547,0.3430934,-0.01122226,-0.0541104,0.3733183
1440652,86667080524,0.04696595,-0.04445175,0.3429978,-0.01127344,-0.05403957,0.373257
1440655,86667101979,0.04688992,-0.04443747,0.343013,-0.01136552,-0.05403152,0.3732266
1440657,86667124931,0.04679799,-0.04446685,0.3430536,-0.01140471,-0.05414652,0.3732432
1440660,86667147583,0.04670823,-0.04441872,0.3430215,-0.0114422,-0.05416502,0.3731711
1440662,86667167214,0.04663876,-0.0443633,0.343063,-0.0115081,-0.05413207,0.3731738
1440664,86667191153,0.04654974,-0.04437299,0.3431328,-0.01163472,-0.05406168,0.3732229
1440667,86667214634,0.04648834,-0.04435874,0.3430383,-0.01181891,-0.05389983,0.3732466
1440669,86667236080,0.04643636,-0.04435439,0.3429751,-0.01196444,-0.05379724,0.373301
1440672,86667257289,0.04645596,-0.04444412,0.3428746,-0.01204367,-0.05377005,0.3732936
1440674,86667280865,0.04644786,-0.04447112,0.3427471,-0.01205466,-0.05364493,0.3731576
1440676,86667298996,0.04645056,-0.04452205,0.342734,-0.01206347,-0.05359307,0.3730932
1440678,86667314012,0.04646453,-0.044543,0.3426966,-0.01204735,-0.05359472,0.3730388
1440680,86667330502,0.04650389,-0.0444859,0.3426525,-0.01202167,-0.05354781,0.3729828
1440681,86667345844,0.04650817,-0.04441891,0.3426146,-0.01196778,-0.05356845,0.3729182
1440683,86667363671,0.04651789,-0.04440147,0.3425898,-0.01185474,-0.05369469,0.3728599
1440685,86667378899,0.04654748,-0.0444074,0.3425483,-0.01174086,-0.05379685,0.3728216
1440687,86667395323,0.04660557,-0.04444852,0.3425072,-0.01162562,-0.05390454,0.3728018
1440689,86667411094,0.0466451,-0.04447597,0.3424705,-0.01157682,-0.05393109,0.3728109
1440690,86667425815,0.04669479,-0.04444972,0.3424225,-0.01154649,-0.05387789,0.372811
1440692,86667440439,0.04670372,-0.04444941,0.3424464,-0.01159218,-0.05383672,0.3728666
1440694,86667456949,0.04671727,-0.04444442,0.3424366,-0.01163663,-0.05378071,0.3728576
1440696,86667479404,0.04676014,-0.04442847,0.3424712,-0.01163241,-0.05369607,0.3728573
1440698,86667499377,0.04671246,-0.04441497,0.3424936,-0.01167682,-0.05368263,0.3728365
1440701,86667525746,0.04663325,-0.04434319,0.3424841,-0.01175619,-0.05366487,0.3728011
1440704,86667545854,0.04659251,-0.04431674,0.3424652,-0.01176503,-0.05369946,0.3727648
1440706,86667567892,0.04656137,-0.04433769,0.3425516,-0.01172461,-0.05385152,0.372819
1440709,86667590060,0.04655751,-0.04428395,0.3425974,-0.01172176,-0.05386175,0.3728353
1440711,86667614756,0.0465559,-0.04421172,0.342698,-0.01173967,-0.05384552,0.3729157
1440714,86667635890,0.04650403,-0.0442629,0.3427085,-0.01180929,-0.05386403,0.372925
1440716,86667655670,0.04648419,-0.04439164,0.3427598,-0.01188191,-0.05388433,0.3729531
1440718,86667679380,0.04649456,-0.04451076,0.3427402,-0.01185948,-0.05392482,0.3729882
1440721,86667703424,0.04653262,-0.04470105,0.3427624,-0.01185963,-0.05399288,0.3730089
1440723,86667725337,0.04662372,-0.0448302,0.3427656,-0.01187989,-0.05400831,0.3730247
1440726,86667745968,0.04665962,-0.04488042,0.342756,-0.01188615,-0.05402656,0.3730162
1440728,86667769088,0.04670777,-0.0448414,0.3426866,-0.01185202,-0.05401358,0.3729751
1440731,86667791868,0.04675263,-0.04477659,0.3426971,-0.01186668,-0.0539379,0.3730636
1440733,86667813411,0.04675314,-0.0448062,0.3426506,-0.01189393,-0.05393835,0.3730499
1440736,86667837318,0.04678031,-0.04478333,0.3426884,-0.011846,-0.05388906,0.373071
1440738,86667859462,0.0468366,-0.04477964,0.3427239,-0.01174266,-0.05389954,0.3730642
1440741,86667879074,0.04687849,-0.04474249,0.342752,-0.01163899,-0.05397519,0.3730682
1440743,86667904786,0.04689531,-0.04475002,0.342768,-0.01157826,-0.05405738,0.3730392
1440745,86667923845,0.046964,-0.044767,0.3427649,-0.01141099,-0.05414996,0.3730099
1440748,86667946115,0.04707078,-0.04483235,0.3427496,-0.01125638,-0.05422138,0.3729682
1440751,86667969954,0.04721916,-0.04491542,0.3427091,-0.01105968,-0.05436061,0.3729216
1440753,86667992424,0.04735905,-0.04503984,0.3427169,-0.01085844,-0.05452722,0.3729145
